entity,cusip,cik,date,tickercusip,nameOfIssuer,shares,value
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",36164V305,1558481,6/30/2020,GLIBA,GCI LIBERTY INC   CLASS A,21725,1545000
"0001634553    Domani Wealth, LLC
Name: entity, dtype: object",36467J108,1634553,6/30/2020,GLPI,"Gaming and Leisure Properties, Inc.",6539,226000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",37045V100,1537014,6/30/2020,GM,GENERAL MTRS CO,105833,2678000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",78463X509,1748766,6/30/2020,GMM,SPDR INDEX SHS FDS,866,29000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",37954A204,1583751,6/30/2020,GMRE,GLOBAL MED REIT INC,441,5000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",372309104,1558481,6/30/2020,GNMK,GENMARK DIAGNOSTICS INC,14046,207000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",00835P105,1583751,12/31/2019,GNMX,AEVI GENOMIC MEDICINE INC,1000,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",39874R101,1558481,6/30/2020,GO,GROCERY OUTLET HOLDING CORP,15218,621000
"0000710127    SEARLE &amp; CO.
Name: entity, dtype: object",402635304,710127,6/30/2020,GPOR,GULFPORT ENERGY CORP,18500,20000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",393222104,1767045,6/30/2020,GPRE,GREEN PLAINS INC COM,125,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",38268T103,1558481,6/30/2020,GPRO,GOPRO INC CLASS A,27253,130000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",364760108,1537014,6/30/2020,GPS,GAP INC,15989,202000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",H2906T109,1558481,6/30/2020,GRMN,GARMIN LTD,33314,3248000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",38141G104,1759803,6/30/2020,GS,GOLDMAN SACHS GROUP INC,22864,4518000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",38119T807,1583751,6/30/2020,GSS,GOLDEN STAR RES LTD CDA,2,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",389375106,1558481,6/30/2020,GTN,GRAY TELEVISION INC,20077,280000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",387328107,1558481,6/30/2020,GVA,GRANITE CONSTRUCTION INC,10550,202000
"0001730210    TRH Financial, LLC
Name: entity, dtype: object",78463X889,1730210,6/30/2020,GWL,SPDR INDEX SHS FDS,96208,2718000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",384802104,1537014,6/30/2020,GWW,GRAINGER W W INC,7743,2433000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",78463X871,1748766,6/30/2020,GWX,SPDR INDEX SHS FDS,18173,497000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",410495204,1767045,3/31/2020,HAFC,HANMI FINL CORP COM NEW,0,0
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",406216101,1748766,6/30/2020,HAL,HALLIBURTON CO,2000,26000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",446150104,1537014,6/30/2020,HBAN,HUNTINGTON BANCSHARES INC,184230,1665000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",410345102,1645382,6/30/2020,HBI,HANESBRANDS INC,14782,167000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",40412C101,1537014,6/30/2020,HCA,HCA HEALTHCARE INC,133194,12928000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",40416M105,1537014,6/30/2020,HDS,HD SUPPLY HLDGS INC,21089,731000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",422806109,1748766,6/30/2020,HEI,HEICO CORP NEW,77,8000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",428304109,1722641,6/30/2020,HEXO,HEXO CORP COM,200,0
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",436106108,1537014,6/30/2020,HFC,HOLLYFRONTIER CORP,22139,646000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",44267D107,1558481,6/30/2020,HHC,HOWARD HUGHES CORP/THE,9321,484000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",446413106,1537014,6/30/2020,HII,HUNTINGTON INGALLS INDS INC,32260,5629000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",43300A203,1537014,6/30/2020,HLT,HILTON WORLDWIDE HLDGS INC,26362,1936000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",43785V102,1583751,6/30/2020,HMST,HOMESTREET INC,52,1000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",44107P104,1537014,6/30/2020,HMT,HOST HOTELS & RESORTS INC,190465,2055000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",42824C109,1537014,6/30/2020,HPE,HEWLETT PACKARD ENTERPRISE C,136735,1330000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",40434L105,1537014,6/30/2020,HPQ,HP INC,411849,7179000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",431475102,1537014,6/30/2020,HRC,HILL ROM HLDGS INC,10,1000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",422819102,1583751,6/30/2020,HSII,HEIDRICK & STRUGGLES INTL IN,43,1000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",42805E306,1583751,6/30/2020,HSKA,HESKA CORP,46,4000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",42222N103,1583751,6/30/2020,HSTM,HEALTHSTREAM INC,22,0
"0001633862    Lincoln Capital LLC
Name: entity, dtype: object",427866108,1633862,6/30/2020,HSY,HERSHEY CO,3089,400000
"0001391974    GSI Capital Advisors LLC
Name: entity, dtype: object",42225P501,1391974,6/30/2020,HTA,HEALTHCARE TR AMER INC,86800,2302000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",41013V100,1722641,6/30/2020,HTD,HANCOCK JOHN TAX-ADVANTAGED DI COM,2000,39000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",40434H104,1583751,6/30/2020,HTGM,HTG MOLECULAR DIAGNOSTICS IN,400,0
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",443573100,1537014,6/30/2020,HUBS,HUBSPOT INC,3200,718000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",444859102,1537014,6/30/2020,HUM,HUMANA INC,42805,16598000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",447324104,1583751,12/31/2019,HURC,HURCO COMPANIES INC,46,2000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",92189H409,1748766,6/30/2020,HYD,VANECK VECTORS ETF TR,169,10000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",233051432,1645382,6/30/2020,HYLB,DBX ETF TR,39516,1847000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",78464A284,1748766,6/30/2020,HYMB,SPDR SER TR,462,26000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",449253103,1558481,6/30/2020,IAA,IAA INC,30135,1162000
"0001599054    Bouchey Financial Group Ltd
Name: entity, dtype: object",46435G672,1599054,6/30/2020,IAGG,ISHARES TR,5314,296000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464285105,1748766,6/30/2020,IAU,GOLD TRUST,19,0
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",453838609,1583751,12/31/2019,IBCP,INDEPENDENT BANK CORP MICH,20,0
"0001085163    SIGMA INVESTMENT COUNSELORS
Name: entity, dtype: object",46434VAX8,1085163,6/30/2020,IBDO,ISHARES TR,536473,14072000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",45104G104,1537014,6/30/2020,IBN,ICICI BANK LIMITED,324552,3015000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",45780R101,1558481,6/30/2020,IBP,INSTALLED BUILDING PRODUCTS,5420,373000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464287564,1748766,6/30/2020,ICF,ISHARES TR,168,17000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",44930G107,1558481,6/30/2020,ICUI,ICU MEDICAL INC,4433,817000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",45168K405,1583751,6/30/2020,IDRA,IDERA PHARMACEUTICALS INC,4000,7000
"0001791555    Hubbell Strickland Wealth Management, LLC
Name: entity, dtype: object",464288448,1791555,6/30/2020,IDV,ISHARES TR,37335,938000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",45168D104,1537014,6/30/2020,IDXX,IDEXX LABS INC,25214,8325000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",46432F842,1634228,6/30/2020,IEFA,ISHARES TR,19557,1118000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",46434G103,1634228,6/30/2020,IEMG,ISHARES INC,9814,467000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",45167R104,1537014,6/30/2020,IEX,IDEX CORP,8447,1335000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",459506101,1537014,6/30/2020,IFF,INTERNATIONAL FLAVORS&FRAGRA,6634,812000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",464287374,1583751,6/30/2020,IGE,ISHARES TR,319,7000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",G4863A108,1722641,6/30/2020,IGT,INTL GAME TECHNOLOGY,160,1000
"0001598841    Advisors Preferred, LLC
Name: entity, dtype: object",464287515,1598841,6/30/2020,IGV,iShares Expanded Tech-Software Sector ETF,346,100000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",45774W108,1558481,12/31/2019,IIIN,INSTEEL INDUSTRIES INC,12202,262000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",45781V101,1558481,6/30/2020,IIPR,INNOVATIVE INDUSTRIAL PROPER,3745,330000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",902104108,1558481,6/30/2020,IIVI,II VI INC,20553,971000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464287507,1748766,6/30/2020,IJH,ISHARES TR,52793,9388000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287705,1634228,6/30/2020,IJJ,ISHARES TR,2536,337000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287606,1634228,6/30/2020,IJK,ISHARES TR,1104,247000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287879,1634228,6/30/2020,IJS,ISHARES TR,11815,1422000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464287887,1748766,6/30/2020,IJT,ISHARES TR,27,5000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",452327109,1748766,6/30/2020,ILMN,ILLUMINA INC,6,2000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",45253H101,1558481,6/30/2020,IMGN,IMMUNOGEN INC,39323,181000
"0000710127    SEARLE &amp; CO.
Name: entity, dtype: object",453038408,710127,6/30/2020,IMO,IMPERIAL OIL LTD,10000,161000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",45337C102,1537014,6/30/2020,INCY,INCYTE CORP,320552,33329000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",45667G103,1558481,6/30/2020,INFN,INFINERA CORP,36728,217000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",G47567105,1748766,6/30/2020,INFO,IHS MARKIT LTD,98,7000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",456837103,1722641,6/30/2020,ING,ING GROEP NV ADR,673,5000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",461202103,1759803,6/30/2020,INTU,INTUIT,1163,344000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",46187W107,1537014,6/30/2020,INVH,INVITATION HOMES INC,29909,823000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",462222100,1537014,6/30/2020,IONS,IONIS PHARMACEUTICALS INC,253700,14959000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",460690100,1748766,6/30/2020,IPG,INTERPUBLIC GROUP COS INC,456,8000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",46267X108,1537014,6/30/2020,IQ,IQIYI INC,1900,2012000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",33939L837,1583751,12/31/2019,IQDF,FLEXSHARES TR,51,1000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",46266C105,1537014,6/30/2020,IQV,IQVIA HLDGS INC,13512,1917000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",46284V101,1537014,6/30/2020,IRM,IRON MTN INC NEW,32595,851000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287150,1634228,6/30/2020,ISI,ISHARES TR,3117,216000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464288760,1722641,6/30/2020,ITA,ISHARES TR DOW JONESUS AEROSPACE & DEF,282,46000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",452308109,1759803,6/30/2020,ITW,ILLINOIS TOOL WKS INC,2582,451000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",461203101,1583751,6/30/2020,IVC,INVACARE CORP,509,3000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",G491BT108,1558481,6/30/2020,IVZ,INVESCO LTD,89870,967000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287598,1634228,6/30/2020,IWD,ISHARES TR,30522,3437000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287614,1634228,6/30/2020,IWF,ISHARES TR,28381,5448000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287473,1634228,6/30/2020,IWS,ISHARES TR,60043,4595000
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464287689,1634228,6/30/2020,IWV,ISHARES TR,1695,305000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287333,1722641,6/30/2020,IXG,ISHARES TR S&P GLOBAL FINLS SECTOR,602,31000
"0001598841    Advisors Preferred, LLC
Name: entity, dtype: object",464287291,1598841,6/30/2020,IXN,iShares Global Tech ETF,177,41000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",464287762,1759803,6/30/2020,IYH,ISHARES TR,1463,315000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",464287721,1759803,6/30/2020,IYW,ISHARES TR,3427,925000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",445658107,1558481,6/30/2020,JBHT,HUNT (JB) TRANSPRT SVCS INC,19793,2382000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",476405105,1767045,3/31/2020,JCAP,JERNIGAN CAP INC COM,226,2000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",G51502105,1748766,6/30/2020,JCI,JOHNSON CTLS INTL PLC,179,6000
"0001731372    Kendall Capital Management
Name: entity, dtype: object",48123V102,1731372,6/30/2020,JCOM,J2 Global Inc,24937,1576000
"0001576654    Rikoon Group, LLC
Name: entity, dtype: object",708160106,1576654,3/31/2020,JCP,PENNEY J C CORP INC,10000,4000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",47233W109,1558481,6/30/2020,JEF,JEFFERIES FINANCIAL GROUP IN,51575,802000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",G4474Y214,1558481,6/30/2020,JHG,JANUS HENDERSON GROUP PLC,35872,759000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464287127,1748766,6/30/2020,JKD,ISHARES TR,20591,3594000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464288703,1748766,6/30/2020,JKL,ISHARES TR,280,29000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",487836108,1537014,6/30/2020,K,KELLOGG CO,63872,4220000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",48238T109,1558481,6/30/2020,KAR,KAR AUCTION SERVICES INC,29086,400000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",78464A797,1759803,6/30/2020,KBE,SPDR SER TR,17179,542000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",49271V100,1537014,6/30/2020,KDP,KEURIG DR PEPPER INC,32,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",49428J109,1722641,6/30/2020,KE,KIMBALL ELECTRONICS INC COM,315251,4268000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",493267108,1537014,6/30/2020,KEY,KEYCORP,215969,2631000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",49338L103,1537014,6/30/2020,KEYS,KEYSIGHT TECHNOLOGIES INC,99306,10009000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",493732101,1583751,12/31/2019,KFRC,KFORCE INC,19,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",68752L100,1722641,6/30/2020,KIDS,ORTHOPEDIATRICS CORP COM,24,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78464A789,1722641,6/30/2020,KIE,SPDR S&P INSURANCE ETF,1414,39000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",49446R109,1537014,6/30/2020,KIM,KIMCO RLTY CORP,15029,193000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",494577109,1583751,3/31/2020,KIN,KINDRED BIOSCIENCES INC,201,1000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",482480100,1537014,6/30/2020,KLAC,KLA CORP,30274,5888000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",48253L106,1558481,12/31/2019,KLXE,KLX ENERGY SERVICES HOLDING,14009,90000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",494368103,1537014,6/30/2020,KMB,KIMBERLY CLARK CORP,264231,37351000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",49456B101,1537014,6/30/2020,KMI,KINDER MORGAN INC DEL,537712,8157000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",489170100,1558481,6/30/2020,KMT,KENNAMETAL INC,18711,537000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",143130102,1537014,6/30/2020,KMX,CARMAX INC,8490,760000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",498904200,1558481,6/30/2020,KNL,KNOLL INC,11241,137000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",500688106,1558481,6/30/2020,KOS,KOSMOS ENERGY LTD,91434,152000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",501044101,1537014,6/30/2020,KR,KROGER CO,66,2000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",48251K100,1767045,6/30/2020,KREF,KKR REAL ESTATE FIN TR INC COM,619,10000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",500255104,1558481,6/30/2020,KSS,KOHLS CORP,35040,728000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",485170302,1537014,6/30/2020,KSU,KANSAS CITY SOUTHERN,54647,8159000
"0001525212    USCA RIA LLC
Name: entity, dtype: object",233368109,1525212,6/30/2020,KTF,DWS MUN INCOME TR,109435,1182000
